203,-11,17,-3
204,3,3,21
205,-10,-8,-20
206,15,3,0
207,-7,-4,-12
208,20,-5,0
209,11,-13,-13
210,-8,-11,14
211,-7,-9,15
212,9,-6,15
213,11,-1,-16
214,2,-9,16
215,15,-15,13
216,6,-17,5
217,-16,-9,-1
218,-8,5,9
219,-4,14,4
220,2,20,6
221,12,10,-13
222,-14,11,-11
223,5,-7,9
224,3,6,22
225,1,10,13
226,-16,-17,7
227,20,5,10
228,11,-16,-6
229,10,11,3
230,7,6,-2
231,-2,5,14
232,21,0,-13
233,3,20,-9
234,18,-2,-14
235,20,-10,-3
236,-2,-21,-13
237,14,-14,-12
238,-20,-6,-11
239,-8,-8,-3
240,19,-1,9
241,11,8,-4
242,-6,-16,0
243,-16,0,11
244,-21,-10,8
245,-7,17,11
246,10,7,-18
247,0,-7,-20
248,8,-24,-1
249,-4,11,-15
250,-12,5,0
251,8,-9,-11
252,11,8,2
253,9,-9,-4
254,18,4,10
255,-14,8,3
256,5,-21,9
257,0,-21,1
258,16,-17,-8
259,-1,-14,-16
260,-10,-14,-17
261,-18,-2,7
262,-7,-14,-6
263,-19,-9,-11
264,-12,-13,16
265,6,-22,-8
266,8,15,-3
267,14,5,14
268,-10,6,-3
269,-11,-20,4
270,11,-18,11
271,4,17,-4
272,6,10,3
273,-19,8,5
274,-10,-16,14
275,-15,-6,16
276,17,-16,-8
277,22,4,-6
278,-15,-18,-8
279,-10,-5,-1
280,-4,22,-8
281,9,-11,-9
282,-20,-8,11
283,12,-15,-14
284,6,1,-7
285,2,17,-12
286,-11,-3,7
287,-13,15,0
288,-2,-22,8
289,-4,-5,2
290,-3,-5,-12
291,3,6,5
292,-5,-1,-15
293,23,-7,5
294,14,-5,17
295,-4,-12,17
296,12,-4,-3
297,0,-19,13
298,-7,1,8
299,-9,13,-8
300,7,-3,18
301,-7,18,12
302,-2,3,-10
303,-8,18,12
304,-4,-22,1
305,-5,-13,0
306,16,2,10
307,16,8,1
308,-21,5,0
309,7,-20,-9
310,4,-20,-6
311,-15,9,-8
312,-15,-4,11
313,-6,-15,4
314,0,-7,17
315,-2,-8,0
316,21,11,3
317,21,-7,-8
318,-12,21,-1
319,2,-21,7
320,11,1,-17
321,9,2,2
322,-10,17,6
323,11,-13,10
324,6,-7,-11
325,-10,-15,-2
326,-1,20,-11
327,-4,-12,-22
328,-15,10,-1
329,-7,20,1
330,-9,-19,-5
331,-19,4,5
332,-15,1,1
333,-15,2,-3
334,-4,-10,13
335,-3,16,-1
336,-1,15,18
337,14,-17,-3
338,2,-2,17
339,-14,15,6
340,2,-11,-17
341,-8,-11,-18
342,2,-19,14
343,9,-15,-15
344,-6,-8,-21
345,-16,14,1
346,-10,23,2
347,19,10,-5
348,-17,-1,-5
349,-9,7,8
350,17,-6,-4
351,7,-14,11
352,6,13,-6
353,5,5,18
354,-16,-8,5
355,-14,3,5
356,18,-11,-6
357,10,12,-13
358,13,-15,-6
359,1,-16,1
360,1,20,-3
361,3,-6,-17
362,-9,-11,-10
363,0,-15,-3
364,-1,-1,2
365,12,15,2
366,1,15,-13
367,-13,11,8
368,2,-21,-6
369,-8,19,9
370,24,-2,-5
371,14,-4,17
372,21,-5,4
373,17,-4,-1
374,-16,7,-10
375,11,-7,-17
376,-10,13,-12
377,-13,-3,15
378,-6,3,-17
379,2,20,-3
380,-6,-3,-19
381,0,-16,7
382,-5,6,-4
383,17,-9,8
384,-5,-10,-6
385,13,12,7
386,-14,-11,-4
387,-7,22,-5
388,-14,-17,2
389,-20,-9,-1
390,-10,-12,7
391,1,3,6
392,18,2,17
393,11,-9,-8
394,-2,-13,-7
395,2,15,8
396,-13,-8,-16
397,9,-9,13
398,6,-1,20
399,-9,-14,4
400,-5,-19,-10
401,6,-16,-3
402,-8,-2,-17
403,-2,-7,-10
404,-12,-18,-2
405,-15,5,-7
406,-17,-13,5
407,-4,16,13
408,-6,-5,-4
409,7,7,21
410,-21,-12,4
411,-10,-18,4
412,3,14,4
413,1,-2,-5
414,4,-5,-22
415,-6,-1,-20
416,-14,-7,4
417,16,13,-4
418,22,-10,-5
419,13,-14,10
420,14,-10,5
421,-8,-7,14
422,10,14,11
423,-16,-11,16
424,-12,19,0
425,15,10,-4
426,5,-3,-20
427,-11,14,17
428,-5,20,-5
429,9,-14,0
430,-8,15,6
431,9,6,9
432,-12,-11,16
433,9,-10,15
434,3,18,3
435,15,-16,-9
436,-13,-10,15
437,-10,-9,5
438,-3,-11,7
439,-4,-2,-9
440,8,3,-3
441,-16,-11,7
442,-23,-3,3
443,3,1,-7
444,5,8,12
445,12,-19,-4
446,14,13,-6
447,0,10,23
448,-10,-12,-19
449,12,7,16
450,2,-17,15
451,9,-14,10
452,13,5,7
453,14,-14,1
454,5,-17,-14
455,-24,-8,-2
456,-17,4,-9
457,1,6,-9
458,5,-17,15
459,-15,5,-13
460,-9,0,-6
461,7,8,15
462,-7,-2,8
463,2,3,-13
464,24,6,-2
465,-6,-8,1
466,16,7,8
467,1,-6,-5
468,-8,-2,-4
469,-19,-12,-3
470,15,-10,-12
471,20,3,-15
472,14,-10,15
473,5,0,21
474,-3,14,15
475,12,-16,-9
476,4,-24,-2
477,-3,5,-3
478,-3,1,18
479,10,9,9
480,-2,-15,3
481,6,19,6
482,-4,2,-5
483,10,10,-11
484,-2,10,-13
485,-3,-12,-7
486,-21,-8,-3
487,-8,16,16
488,16,-13,3
489,-2,-19,-15
490,-10,-5,19
491,-16,-3,9
492,15,1,-15
493,1,23,-2
494,-3,23,-2
495,18,6,-4
496,9,11,9
497,-3,8,19
498,-6,-18,3
499,14,-8,3
500,-5,-19,14
501,19,-8,-7
502,-13,-1,-2
503,12,11,15
